"id","domain","source","source_url","license","citation","notes","access"
"meps_2001_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2001","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2002_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2002","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2003_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2003","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2004_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2004","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2005_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2005","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2006_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2006","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2007_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2007","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2008_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2008","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2009_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2009","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2010_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2010","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2011_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2011","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2012_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2012","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2013_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2013","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2014_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2014","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2015_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2015","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2016_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2016","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2017_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2017","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2018_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2018","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2019_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2019","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2020_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2020","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2021_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2021","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2022_fyc","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS Full-Year Consolidated 2022","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2000_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2000 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2000_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2000 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2000_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2000 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2000_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2000 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2000_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2000 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2001_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2001 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2001_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2001 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2001_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2001 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2001_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2001 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2001_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2001 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2002_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2002 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2002_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2002 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2002_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2002 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2002_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2002 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2002_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2002 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2003_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2003 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2003_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2003 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2003_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2003 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2003_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2003 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2003_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2003 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2004_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2004 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2004_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2004 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2004_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2004 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2004_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2004 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2004_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2004 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2005_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2005 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2005_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2005 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2005_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2005 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2005_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2005 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2005_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2005 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2006_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2006 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2006_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2006 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2006_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2006 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2006_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2006 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2006_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2006 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2007_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2007 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2007_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2007 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2007_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2007 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2007_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2007 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2007_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2007 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2008_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2008 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2008_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2008 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2008_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2008 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2008_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2008 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2008_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2008 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2009_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2009 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2009_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2009 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2009_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2009 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2009_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2009 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2009_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2009 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2010_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2010 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2010_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2010 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2010_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2010 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2010_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2010 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2010_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2010 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2011_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2011 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2011_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2011 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2011_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2011 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2011_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2011 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2011_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2011 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2012_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2012 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2012_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2012 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2012_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2012 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2012_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2012 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2012_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2012 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2013_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2013 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2013_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2013 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2013_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2013 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2013_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2013 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2013_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2013 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2014_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2014 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2014_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2014 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2014_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2014 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2014_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2014 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2014_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2014 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2015_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2015 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2015_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2015 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2015_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2015 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2015_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2015 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2015_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2015 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2016_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2016 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2016_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2016 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2016_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2016 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2016_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2016 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2016_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2016 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2017_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2017 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2017_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2017 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2017_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2017 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2017_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2017 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2017_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2017 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2018_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2018 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2018_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2018 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2018_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2018 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2018_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2018 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2018_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2018 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2019_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2019 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2019_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2019 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2019_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2019 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2019_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2019 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2019_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2019 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2020_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2020 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2020_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2020 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2020_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2020 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2020_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2020 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2020_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2020 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2021_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2021 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2021_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2021 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2021_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2021 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2021_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2021 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2021_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2021 IP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2022_rx","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2022 RX","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2022_ob","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2022 OB","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2022_op","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2022 OP","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2022_er","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2022 ER","remote_only; fetch via MEPS fetcher","remote_only"
"meps_2022_ip","health_economics","AHRQ MEPS","https://meps.ahrq.gov/data_stats/download_data_files.jsp","public domain","MEPS 2022 IP","remote_only; fetch via MEPS fetcher","remote_only"
"nsduh_2002","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2002 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2003","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2003 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2004","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2004 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2005","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2005 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2006","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2006 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2007","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2007 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2008","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2008 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2009","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2009 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2010","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2010 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2011","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2011 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2012","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2012 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2013","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2013 Public Use","remote_only; transform to CSV offline","remote_only"
